Format Version,1.21,Take Name,BengtAnnelieBA1,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-08-06 12.42.55.331 AM,Total Frames in Take,36475,Total Exported Frames,36475,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:554,Unlabeled:554,Unlabeled:554,Unlabeled:561,Unlabeled:561,Unlabeled:561,Unlabeled:562,Unlabeled:562,Unlabeled:562,Unlabeled:552,Unlabeled:552,Unlabeled:552,Unlabeled:555,Unlabeled:555,Unlabeled:555
,,"8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E357022B","8392B20CF49E357022B","8392B20CF49E357022B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
35520,296.000000,-1.546137,0.981640,1.691124,-1.120182,0.904852,2.576506,,,,,,,,,
35521,296.008333,-1.546207,0.981608,1.691034,-1.120186,0.904850,2.576503,,,,,,,,,
35522,296.016667,-1.546259,0.981566,1.690941,-1.120189,0.904850,2.576499,,,,,,,,,
35523,296.025000,-1.546297,0.981525,1.690846,-1.120194,0.904851,2.576494,,,,,,,,,
35524,296.033333,-1.546324,0.981495,1.690751,-1.120200,0.904850,2.576491,,,,,,,,,
35525,296.041667,-1.546323,0.981463,1.690673,-1.120210,0.904849,2.576481,,,,,,,,,
35526,296.050000,-1.546312,0.981430,1.690600,-1.120214,0.904838,2.576482,,,,,,,,,
35527,296.058333,-1.546281,0.981381,1.690554,-1.120225,0.904824,2.576490,,,,,,,,,
35528,296.066667,-1.546233,0.981321,1.690513,-1.120238,0.904804,2.576504,,,,,,,,,
35529,296.075000,-1.546166,0.981238,1.690502,-1.120243,0.904782,2.576517,,,,,,,,,
35530,296.083333,-1.546066,0.981164,1.690505,-1.120247,0.904771,2.576546,,,,,,,,,
35531,296.091667,-1.545935,0.981096,1.690538,-1.120244,0.904768,2.576572,,,,,,,,,
35532,296.100000,-1.545784,0.981033,1.690585,-1.120233,0.904765,2.576601,,,,,,,,,
35533,296.108333,-1.545595,0.980983,1.690646,-1.120227,0.904765,2.576627,,,,,,,,,
35534,296.116667,-1.545383,0.980946,1.690714,-1.120222,0.904764,2.576653,,,,,,,,,
35535,296.125000,-1.545140,0.980922,1.690813,-1.120226,0.904768,2.576672,,,,,,,,,
35536,296.133333,-1.544886,0.980910,1.690953,-1.120228,0.904764,2.576688,,,,,,,,,
35537,296.141667,-1.544613,0.980896,1.691123,-1.120228,0.904770,2.576685,,,,,,,,,
35538,296.150000,-1.544322,0.980889,1.691319,-1.120223,0.904775,2.576690,,,,,,,,,
35539,296.158333,-1.544033,0.980896,1.691562,-1.120209,0.904782,2.576698,,,,,,,,,
35540,296.166667,-1.543738,0.980925,1.691821,-1.120209,0.904777,2.576721,,,,,,,,,
35541,296.175000,-1.543458,0.980960,1.692085,-1.120214,0.904760,2.576732,,,,,,,,,
35542,296.183333,-1.543193,0.981012,1.692337,-1.120234,0.904726,2.576718,,,,,,,,,
35543,296.191667,-1.542945,0.981058,1.692587,-1.120273,0.904691,2.576699,,,,,,,,,
35544,296.200000,-1.542705,0.981091,1.692827,-1.120312,0.904644,2.576662,,,,,,,,,
35545,296.208333,-1.542480,0.981108,1.693077,-1.120345,0.904594,2.576621,,,,,,,,,
35546,296.216667,-1.542259,0.981087,1.693340,-1.120360,0.904544,2.576590,,,,,,,,,
35547,296.225000,-1.542035,0.981039,1.693608,-1.120372,0.904484,2.576570,,,,,,,,,
35548,296.233333,-1.541825,0.980950,1.693897,-1.120389,0.904417,2.576540,,,,,,,,,
35549,296.241667,-1.541633,0.980838,1.694182,-1.120391,0.904337,2.576505,,,,,,,,,
35550,296.250000,-1.541467,0.980703,1.694466,-1.120396,0.904257,2.576455,,,,,,,,,
35551,296.258333,-1.541323,0.980554,1.694759,-1.120391,0.904179,2.576409,,,,,,,,,
35552,296.266667,-1.541192,0.980398,1.695021,-1.120382,0.904095,2.576332,,,,,,,,,
35553,296.275000,-1.541081,0.980246,1.695265,-1.120380,0.904019,2.576267,,,,,,,,,
35554,296.283333,-1.540964,0.980107,1.695464,-1.120383,0.903933,2.576206,,,,,,,,,
35555,296.291667,-1.540862,0.979977,1.695638,-1.120384,0.903845,2.576143,,,,,,,,,
35556,296.300000,-1.540787,0.979847,1.695776,-1.120392,0.903761,2.576091,,,,,,,,,
35557,296.308333,-1.540741,0.979732,1.695899,-1.120397,0.903667,2.576020,,,,,,,,,
35558,296.316667,-1.540699,0.979625,1.696007,-1.120400,0.903596,2.575961,,,,,,,,,
35559,296.325000,-1.540668,0.979528,1.696092,-1.120392,0.903535,2.575886,,,,,,,,,
35560,296.333333,-1.540644,0.979458,1.696172,-1.120371,0.903489,2.575807,,,,,,,,,
35561,296.341667,-1.540639,0.979409,1.696245,-1.120348,0.903454,2.575744,,,,,,,,,
35562,296.350000,-1.540652,0.979385,1.696301,-1.120339,0.903425,2.575680,,,,,,,,,
35563,296.358333,-1.540690,0.979359,1.696347,-1.120334,0.903403,2.575631,,,,,,,,,
35564,296.366667,-1.540733,0.979318,1.696400,-1.120331,0.903387,2.575603,,,,,,,,,
35565,296.375000,-1.540783,0.979257,1.696468,-1.120329,0.903379,2.575588,,,,,,,,,
35566,296.383333,-1.540843,0.979178,1.696549,-1.120330,0.903385,2.575575,,,,,,,,,
35567,296.391667,-1.540908,0.979095,1.696623,-1.120344,0.903401,2.575562,,,,,,,,,
35568,296.400000,-1.540984,0.979006,1.696679,-1.120370,0.903420,2.575551,,,,,,,,,
35569,296.408333,-1.541072,0.978926,1.696731,-1.120397,0.903444,2.575556,,,,,,,,,
35570,296.416667,-1.541163,0.978862,1.696763,-1.120428,0.903466,2.575569,,,,,,,,,
35571,296.425000,-1.541145,0.978759,1.696946,-1.120450,0.903492,2.575598,,,,,,,,,
35572,296.433333,-1.541203,0.978704,1.696955,-1.120469,0.903522,2.575635,,,,,,,,,
35573,296.441667,-1.541247,0.978660,1.696965,-1.120491,0.903550,2.575676,,,,,,,,,
35574,296.450000,-1.541274,0.978631,1.696983,-1.120522,0.903577,2.575711,,,,,,,,,
35575,296.458333,-1.541398,0.978651,1.696866,-1.120541,0.903602,2.575766,,,,,,,,,
35576,296.466667,-1.541391,0.978634,1.696918,-1.120562,0.903618,2.575830,,,,,,,,,
35577,296.475000,-1.541361,0.978629,1.696972,-1.120578,0.903636,2.575924,,,,,,,,,
35578,296.483333,-1.541313,0.978635,1.697055,-1.120580,0.903659,2.576010,,,,,,,,,
35579,296.491667,-1.541241,0.978649,1.697156,-1.120588,0.903672,2.576073,,,,,,,,,
35580,296.500000,-1.541145,0.978682,1.697273,-1.120598,0.903693,2.576127,,,,,,,,,
35581,296.508333,-1.540934,0.978715,1.697511,-1.120587,0.903720,2.576201,,,,,,,,,
35582,296.516667,-1.540786,0.978791,1.697647,-1.120584,0.903718,2.576228,,,,,,,,,
35583,296.525000,-1.540614,0.978895,1.697810,-1.120571,0.903733,2.576299,,,,,,,,,
35584,296.533333,-1.540431,0.979004,1.698000,-1.120561,0.903731,2.576348,,,,,,,,,
35585,296.541667,-1.540237,0.979123,1.698232,-1.120549,0.903722,2.576376,,,,,,,,,
35586,296.550000,-1.540122,0.979275,1.698380,-1.120545,0.903705,2.576397,,,,,,,,,
35587,296.558333,-1.539908,0.979413,1.698649,-1.120536,0.903680,2.576417,,,,,,,,,
35588,296.566667,-1.539620,0.979523,1.699019,-1.120550,0.903639,2.576423,,,,,,,,,
35589,296.575000,-1.539412,0.979668,1.699273,-1.120558,0.903585,2.576427,,,,,,,,,
35590,296.583333,-1.539188,0.979803,1.699554,-1.120577,0.903527,2.576428,,,,,,,,,
35591,296.591667,-1.539081,0.980003,1.699630,-1.120592,0.903469,2.576432,,,,,,,,,
35592,296.600000,-1.538880,0.980126,1.699853,-1.120598,0.903415,2.576432,,,,,,,,,
35593,296.608333,-1.538583,0.980178,1.700222,-1.120604,0.903359,2.576411,,,,,,,,,
35594,296.616667,-1.538410,0.980244,1.700391,-1.120598,0.903315,2.576411,,,,,,,,,
35595,296.625000,-1.538268,0.980277,1.700560,-1.120587,0.903288,2.576432,,,,,,,,,
35596,296.633333,-1.538136,0.980294,1.700713,-1.120594,0.903243,2.576393,,,,,,,,,
35597,296.641667,-1.538037,0.980290,1.700815,-1.120596,0.903210,2.576392,,,,,,,,,
35598,296.650000,-1.537961,0.980282,1.700871,-1.120598,0.903182,2.576398,,,,,,,,,
35599,296.658333,-1.537918,0.980260,1.700883,-1.120597,0.903168,2.576422,,,,,,,,,
35600,296.666667,-1.537893,0.980232,1.700857,-1.120579,0.903171,2.576461,,,,,,,,,
35601,296.675000,-1.537890,0.980194,1.700796,-1.120565,0.903180,2.576494,,,,,,,,,
35602,296.683333,-1.537916,0.980158,1.700706,-1.120558,0.903186,2.576530,,,,,,,,,
35603,296.691667,-1.537954,0.980124,1.700598,-1.120552,0.903190,2.576575,,,,,,,,,
35604,296.700000,-1.538018,0.980079,1.700466,-1.120560,0.903185,2.576627,,,,,,,,,
35605,296.708333,-1.538092,0.980030,1.700327,-1.120581,0.903181,2.576691,,,,,,,,,
35606,296.716667,-1.538180,0.979989,1.700197,-1.120605,0.903179,2.576748,,,,,,,,,
35607,296.725000,-1.538273,0.979942,1.700069,-1.120624,0.903176,2.576792,,,,,,,,,
35608,296.733333,-1.538363,0.979904,1.699960,-1.120653,0.903176,2.576826,,,,,,,,,
35609,296.741667,-1.538568,0.979910,1.699688,-1.120682,0.903180,2.576865,,,,,,,,,
35610,296.750000,-1.538648,0.979875,1.699617,-1.120707,0.903177,2.576895,,,,,,,,,
35611,296.758333,-1.538619,0.979782,1.699733,-1.120738,0.903175,2.576930,,,,,,,,,
35612,296.766667,-1.538682,0.979719,1.699705,-1.120770,0.903168,2.576967,,,,,,,,,
35613,296.775000,-1.538831,0.979688,1.699569,-1.120793,0.903164,2.576998,,,,,,,,,
35614,296.783333,-1.538750,0.979570,1.699782,-1.120813,0.903170,2.577019,,,,,,,,,
35615,296.791667,-1.538864,0.979536,1.699704,-1.120834,0.903176,2.577038,,,,,,,,,
35616,296.800000,-1.538738,0.979428,1.699992,-1.120852,0.903188,2.577056,,,,,,,,,
35617,296.808333,-1.538696,0.979362,1.700125,-1.120872,0.903199,2.577070,,,,,,,,,
35618,296.816667,-1.538629,0.979317,1.700278,-1.120892,0.903208,2.577080,,,,,,,,,
35619,296.825000,-1.538535,0.979288,1.700473,-1.120919,0.903211,2.577075,,,,,,,,,
35620,296.833333,-1.538424,0.979269,1.700676,-1.120943,0.903216,2.577083,,,,,,,,,
35621,296.841667,-1.538291,0.979266,1.700907,-1.120955,0.903215,2.577087,,,,,,,,,
35622,296.850000,-1.538133,0.979271,1.701164,-1.120960,0.903213,2.577091,,,,,,,,,
35623,296.858333,-1.537961,0.979268,1.701460,-1.120967,0.903207,2.577092,,,,,,,,,
35624,296.866667,-1.537776,0.979273,1.701773,-1.120980,0.903196,2.577089,,,,,,,,,
35625,296.875000,-1.537588,0.979271,1.702093,-1.120992,0.903190,2.577070,,,,,,,,,
35626,296.883333,-1.537401,0.979260,1.702416,-1.121002,0.903183,2.577051,,,,,,,,,
35627,296.891667,-1.537208,0.979246,1.702737,-1.121001,0.903174,2.577039,,,,,,,,,
35628,296.900000,-1.537006,0.979241,1.703051,-1.121007,0.903167,2.577041,,,,,,,,,
35629,296.908333,-1.536823,0.979250,1.703324,-1.121023,0.903154,2.577032,,,,,,,,,
35630,296.916667,-1.536640,0.979290,1.703568,-1.121054,0.903130,2.576994,,,,,,,,,
35631,296.925000,-1.536474,0.979354,1.703783,-1.121080,0.903123,2.576994,,,,,,,,,
35632,296.933333,-1.536333,0.979439,1.703935,-1.121100,0.903114,2.576916,,,,,,,,,
35633,296.941667,-1.536208,0.979533,1.704030,-1.121099,0.903122,2.576872,,,,,,,,,
35634,296.950000,-1.536109,0.979635,1.704079,-1.121101,0.903128,2.576842,,,,,,,,,
35635,296.958333,-1.536028,0.979745,1.704071,-1.121107,0.903126,2.576846,,,,,,,,,
35636,296.966667,-1.535971,0.979864,1.704016,-1.121124,0.903117,2.576854,,,,,,,,,
35637,296.975000,-1.536059,0.980026,1.703723,-1.121147,0.903096,2.576856,,,,,,,,,
35638,296.983333,-1.536075,0.980136,1.703600,-1.121178,0.903078,2.576843,,,,,,,,,
35639,296.991667,-1.536005,0.980194,1.703640,-1.121192,0.903056,2.576828,,,,,,,,,
35640,297.000000,-1.536069,0.980276,1.703438,-1.121209,0.903044,2.576806,,,,,,,,,
35641,297.008333,-1.536149,0.980345,1.703203,-1.121210,0.903039,2.576787,,,,,,,,,
35642,297.016667,-1.536262,0.980396,1.702914,-1.121215,0.903021,2.576777,,,,,,,,,
35643,297.025000,-1.536410,0.980446,1.702608,-1.121219,0.902995,2.576770,,,,,,,,,
35644,297.033333,-1.536569,0.980494,1.702286,-1.121238,0.902966,2.576784,,,,,,,,,
35645,297.041667,-1.536726,0.980541,1.701947,-1.121260,0.902922,2.576771,,,,,,,,,
35646,297.050000,-1.536901,0.980605,1.701579,-1.121288,0.902880,2.576768,,,,,,,,,
35647,297.058333,-1.537075,0.980649,1.701203,-1.121316,0.902834,2.576748,,,,,,,,,
35648,297.066667,-1.537347,0.980711,1.700749,-1.121334,0.902794,2.576721,,,,,,,,,
35649,297.075000,-1.537544,0.980755,1.700404,-1.121349,0.902749,2.576689,,,,,,,,,
35650,297.083333,-1.537741,0.980804,1.700091,-1.121374,0.902696,2.576669,,,,,,,,,
35651,297.091667,-1.537899,0.980869,1.699816,-1.121398,0.902633,2.576666,,,,,,,,,
35652,297.100000,-1.538052,0.980944,1.699564,-1.121433,0.902562,2.576650,,,,,,,,,
35653,297.108333,-1.538192,0.981014,1.699328,-1.121466,0.902502,2.576641,,,,,,,,,
35654,297.116667,-1.538317,0.981079,1.699121,-1.121495,0.902451,2.576627,,,,,,,,,
35655,297.125000,-1.538423,0.981134,1.698941,-1.121510,0.902417,2.576604,,,,,,,,,
35656,297.133333,-1.538501,0.981169,1.698817,-1.121520,0.902397,2.576586,,,,,,,,,
35657,297.141667,-1.538561,0.981191,1.698742,-1.121532,0.902377,2.576582,,,,,,,,,
35658,297.150000,-1.538588,0.981191,1.698718,-1.121554,0.902346,2.576583,,,,,,,,,
35659,297.158333,-1.538590,0.981167,1.698750,-1.121595,0.902303,2.576589,,,,,,,,,
35660,297.166667,-1.538568,0.981121,1.698828,-1.121640,0.902272,2.576592,,,,,,,,,
35661,297.175000,-1.538521,0.981055,1.698945,-1.121672,0.902237,2.576579,,,,,,,,,
35662,297.183333,-1.538460,0.980981,1.699083,-1.121689,0.902218,2.576563,,,,,,,,,
35663,297.191667,-1.538378,0.980899,1.699241,-1.121703,0.902217,2.576560,,,,,,,,,
35664,297.200000,-1.538294,0.980831,1.699409,-1.121715,0.902214,2.576570,,,,,,,,,
35665,297.208333,-1.538195,0.980791,1.699565,-1.121732,0.902204,2.576590,,,,,,,,,
35666,297.216667,-1.538084,0.980761,1.699720,-1.121763,0.902182,2.576616,,,,,,,,,
35667,297.225000,-1.537965,0.980736,1.699867,-1.121801,0.902144,2.576637,,,,,,,,,
35668,297.233333,-1.537846,0.980721,1.700015,-1.121840,0.902110,2.576651,,,,,,,,,
35669,297.241667,-1.537711,0.980713,1.700167,-1.121868,0.902094,2.576657,,,,,,,,,
35670,297.250000,-1.537570,0.980720,1.700322,-1.121889,0.902084,2.576654,,,,,,,,,
35671,297.258333,-1.537425,0.980749,1.700477,-1.121915,0.902076,2.576643,,,,,,,,,
35672,297.266667,-1.537268,0.980806,1.700632,-1.121952,0.902060,2.576625,,,,,,,,,
35673,297.275000,-1.537122,0.980878,1.700784,-1.122005,0.902034,2.576617,,,,,,,,,
35674,297.283333,-1.536984,0.980956,1.700911,-1.122062,0.901998,2.576611,,,,,,,,,
35675,297.291667,-1.536859,0.981044,1.701014,-1.122110,0.901966,2.576609,,,,,,,,,
35676,297.300000,-1.536736,0.981138,1.701098,-1.122154,0.901951,2.576590,,,,,,,,,
35677,297.308333,-1.536616,0.981230,1.701163,-1.122195,0.901938,2.576543,,,,,,,,,
35678,297.316667,-1.536498,0.981334,1.701195,-1.122222,0.901932,2.576486,,,,,,,,,
35679,297.325000,-1.536374,0.981452,1.701226,-1.122264,0.901923,2.576438,,,,,,,,,
35680,297.333333,-1.536267,0.981568,1.701237,-1.122307,0.901902,2.576413,,,,,,,,,
35681,297.341667,-1.536162,0.981675,1.701240,-1.122350,0.901871,2.576402,,,,,,,,,
35682,297.350000,-1.536067,0.981769,1.701241,-1.122402,0.901833,2.576387,,,,,,,,,
35683,297.358333,-1.535981,0.981846,1.701226,-1.122445,0.901789,2.576362,,,,,,,,,
35684,297.366667,-1.535902,0.981913,1.701199,-1.122469,0.901769,2.576324,,,,,,,,,
35685,297.375000,-1.535828,0.981978,1.701173,-1.122485,0.901750,2.576288,,,,,,,,,
35686,297.383333,-1.535761,0.982037,1.701142,-1.122505,0.901727,2.576269,,,,,,,,,
35687,297.391667,-1.535708,0.982096,1.701111,-1.122521,0.901690,2.576252,,,,,,,,,
35688,297.400000,-1.535665,0.982142,1.701074,-1.122562,0.901632,2.576237,,,,,,,,,
35689,297.408333,-1.535635,0.982176,1.701044,-1.122610,0.901553,2.576179,,,,,,,,,
35690,297.416667,-1.535614,0.982199,1.701011,-1.122660,0.901494,2.576142,,,,,,,,,
35691,297.425000,-1.535601,0.982208,1.700981,-1.122707,0.901442,2.576081,,,,,,,,,
35692,297.433333,-1.535594,0.982208,1.700954,-1.122745,0.901390,2.576007,,,,,,,,,
35693,297.441667,-1.535596,0.982196,1.700934,-1.122795,0.901330,2.575908,,,,,,,,,
35694,297.450000,-1.535598,0.982171,1.700931,-1.122857,0.901249,2.575796,,,,,,,,,
35695,297.458333,-1.535605,0.982127,1.700940,-1.122923,0.901159,2.575662,,,,,,,,,
35696,297.466667,-1.535597,0.982060,1.700954,-1.122975,0.901060,2.575544,,,,,,,,,
35697,297.475000,-1.535589,0.981988,1.700980,-1.123015,0.900969,2.575467,,,,,,,,,
35698,297.483333,-1.535570,0.981927,1.701011,-1.123034,0.900868,2.575381,,,,,,,,,
35699,297.491667,-1.535557,0.981880,1.701048,-1.123040,0.900782,2.575322,,,,,,,,,
35700,297.500000,-1.535532,0.981852,1.701080,-1.123041,0.900708,2.575283,,,,,,,,,
35701,297.508333,-1.535512,0.981839,1.701108,-1.123037,0.900653,2.575233,,,,,,,,,
35702,297.516667,-1.535489,0.981823,1.701134,-1.123030,0.900612,2.575182,,,,,,,,,
35703,297.525000,-1.535450,0.981804,1.701159,-1.123029,0.900567,2.575114,,,,,,,,,
35704,297.533333,-1.535418,0.981781,1.701185,-1.123034,0.900537,2.575041,,,,,,,,,
35705,297.541667,-1.535369,0.981765,1.701211,-1.123043,0.900513,2.574970,,,,,,,,,
35706,297.550000,-1.535325,0.981760,1.701240,-1.123059,0.900494,2.574901,,,,,,,,,
35707,297.558333,-1.535278,0.981763,1.701266,-1.123073,0.900476,2.574852,,,,,,,,,
35708,297.566667,-1.535228,0.981773,1.701278,-1.123083,0.900463,2.574805,,,,,,,,,
35709,297.575000,-1.535155,0.981789,1.701283,-1.123100,0.900460,2.574755,,,,,,,,,
35710,297.583333,-1.535074,0.981807,1.701278,-1.123118,0.900454,2.574711,,,,,,,,,
35711,297.591667,-1.534987,0.981825,1.701263,-1.123140,0.900450,2.574657,,,,,,,,,
35712,297.600000,-1.534905,0.981854,1.701247,-1.123163,0.900438,2.574609,,,,,,,,,
35713,297.608333,-1.534814,0.981897,1.701226,-1.123188,0.900424,2.574580,,,,,,,,,
35714,297.616667,-1.534731,0.981951,1.701195,-1.123211,0.900409,2.574581,,,,,,,,,
35715,297.625000,-1.534646,0.982008,1.701158,-1.123235,0.900402,2.574609,,,,,,,,,
35716,297.633333,-1.534559,0.982057,1.701120,-1.123253,0.900408,2.574651,,,,,,,,,
35717,297.641667,-1.534478,0.982097,1.701087,-1.123261,0.900416,2.574674,,,,,,,,,
35718,297.650000,-1.534394,0.982132,1.701054,-1.123273,0.900428,2.574683,,,,,,,,,
35719,297.658333,-1.534300,0.982172,1.701027,-1.123291,0.900434,2.574684,,,,,,,,,
35720,297.666667,-1.534214,0.982208,1.701003,-1.123318,0.900432,2.574687,,,,,,,,,
35721,297.675000,-1.534128,0.982246,1.700992,-1.123346,0.900415,2.574693,,,,,,,,,
35722,297.683333,-1.534039,0.982277,1.700984,-1.123378,0.900405,2.574710,,,,,,,,,
35723,297.691667,-1.533947,0.982305,1.700977,-1.123408,0.900392,2.574728,,,,,,,,,
35724,297.700000,-1.533852,0.982325,1.700972,-1.123424,0.900382,2.574737,,,,,,,,,
35725,297.708333,-1.533754,0.982349,1.700964,-1.123435,0.900368,2.574745,,,,,,,,,
35726,297.716667,-1.533666,0.982388,1.700951,-1.123436,0.900354,2.574741,,,,,,,,,
35727,297.725000,-1.533585,0.982441,1.700932,-1.123444,0.900329,2.574724,,,,,,,,,
35728,297.733333,-1.533498,0.982508,1.700906,-1.123460,0.900301,2.574717,,,,,,,,,
35729,297.741667,-1.533409,0.982572,1.700871,-1.123471,0.900263,2.574715,,,,,,,,,
35730,297.750000,-1.533318,0.982626,1.700835,-1.123484,0.900237,2.574714,,,,,,,,,
35731,297.758333,-1.533229,0.982660,1.700778,-1.123486,0.900203,2.574703,,,,,,,,,
35732,297.766667,-1.533153,0.982678,1.700725,-1.123485,0.900187,2.574666,,,,,,,,,
35733,297.775000,-1.533078,0.982700,1.700670,-1.123488,0.900169,2.574628,,,,,,,,,
35734,297.783333,-1.533011,0.982727,1.700612,-1.123499,0.900143,2.574587,,,,,,,,,
35735,297.791667,-1.532951,0.982748,1.700549,-1.123511,0.900116,2.574557,,,,,,,,,
35736,297.800000,-1.532909,0.982761,1.700486,-1.123527,0.900077,2.574548,,,,,,,,,
35737,297.808333,-1.532863,0.982764,1.700411,-1.123549,0.900042,2.574541,,,,,,,,,
35738,297.816667,-1.532829,0.982768,1.700339,-1.123567,0.900008,2.574507,,,,,,,,,
35739,297.825000,-1.532798,0.982770,1.700275,-1.123582,0.899977,2.574435,,,,,,,,,
35740,297.833333,-1.532771,0.982785,1.700201,-1.123593,0.899955,2.574376,,,,,,,,,
35741,297.841667,-1.532744,0.982814,1.700122,-1.123600,0.899945,2.574326,,,,,,,,,
35742,297.850000,-1.532728,0.982851,1.700057,-1.123596,0.899928,2.574302,,,,,,,,,
35743,297.858333,-1.532708,0.982893,1.699986,-1.123605,0.899915,2.574305,,,,,,,,,
35744,297.866667,-1.532683,0.982932,1.699918,-1.123601,0.899904,2.574327,,,,,,,,,
35745,297.875000,-1.532647,0.982969,1.699864,-1.123590,0.899910,2.574337,,,,,,,,,
35746,297.883333,-1.532612,0.982991,1.699817,-1.123564,0.899921,2.574336,,,,,,,,,
35747,297.891667,-1.532575,0.983006,1.699792,-1.123534,0.899944,2.574331,,,,,,,,,
35748,297.900000,-1.532539,0.983015,1.699772,-1.123486,0.899977,2.574363,,,,,,,,,
35749,297.908333,-1.532501,0.983025,1.699780,-1.123431,0.899993,2.574360,,,,,,,,,
35750,297.916667,-1.532454,0.983026,1.699799,-1.123377,0.900026,2.574405,,,,,,,,,
35751,297.925000,-1.532407,0.983033,1.699819,-1.123341,0.900058,2.574422,,,,,,,,,
35752,297.933333,-1.532357,0.983045,1.699840,-1.123312,0.900086,2.574428,,,,,,,,,
35753,297.941667,-1.532308,0.983062,1.699867,-1.123291,0.900117,2.574419,,,,,,,,,
35754,297.950000,-1.532265,0.983087,1.699897,-1.123265,0.900150,2.574398,,,,,,,,,
35755,297.958333,-1.532227,0.983112,1.699931,-1.123255,0.900172,2.574379,,,,,,,,,
35756,297.966667,-1.532187,0.983129,1.699971,-1.123250,0.900196,2.574367,,,,,,,,,
35757,297.975000,-1.532154,0.983122,1.700009,-1.123255,0.900214,2.574351,,,,,,,,,
35758,297.983333,-1.532115,0.983105,1.700045,-1.123259,0.900226,2.574339,,,,,,,,,
35759,297.991667,-1.532079,0.983074,1.700077,-1.123266,0.900236,2.574313,,,,,,,,,
35760,298.000000,-1.532051,0.983044,1.700110,-1.123267,0.900236,2.574286,,,,,,,,,
35761,298.008333,-1.532034,0.983024,1.700146,-1.123263,0.900243,2.574259,,,,,,,,,
35762,298.016667,-1.532023,0.983014,1.700185,-1.123263,0.900250,2.574236,,,,,,,,,
35763,298.025000,-1.532022,0.983005,1.700214,-1.123256,0.900250,2.574213,,,,,,,,,
35764,298.033333,-1.532020,0.982996,1.700223,-1.123246,0.900249,2.574198,,,,,,,,,
35765,298.041667,-1.532019,0.982958,1.700235,-1.123227,0.900240,2.574189,,,,,,,,,
35766,298.050000,-1.532020,0.982899,1.700254,-1.123211,0.900241,2.574185,,,,,,,,,
35767,298.058333,-1.532024,0.982831,1.700272,-1.123180,0.900224,2.574174,,,,,,,,,
35768,298.066667,-1.532047,0.982763,1.700301,-1.123154,0.900220,2.574172,,,,,,,,,
35769,298.075000,-1.532061,0.982704,1.700339,-1.123132,0.900207,2.574181,,,,,,,,,
35770,298.083333,-1.532091,0.982655,1.700376,-1.123114,0.900188,2.574192,,,,,,,,,
35771,298.091667,-1.532122,0.982614,1.700404,-1.123108,0.900162,2.574204,,,,,,,,,
35772,298.100000,-1.532149,0.982575,1.700426,-1.123110,0.900124,2.574198,,,,,,,,,
35773,298.108333,-1.532176,0.982531,1.700437,-1.123116,0.900083,2.574193,,,,,,,,,
35774,298.116667,-1.532203,0.982490,1.700445,-1.123124,0.900046,2.574193,,,,,,,,,
35775,298.125000,-1.532227,0.982453,1.700454,-1.123122,0.900018,2.574204,,,,,,,,,
35776,298.133333,-1.532252,0.982416,1.700466,-1.123122,0.899990,2.574218,,,,,,,,,
35777,298.141667,-1.532254,0.982377,1.700476,-1.123126,0.899982,2.574230,,,,,,,,,
35778,298.150000,-1.532242,0.982328,1.700488,-1.123128,0.899983,2.574233,,,,,,,,,
35779,298.158333,-1.532224,0.982277,1.700498,-1.123132,0.899991,2.574238,,,,,,,,,
35780,298.166667,-1.532196,0.982236,1.700504,-1.123139,0.900004,2.574244,,,,,,,,,
35781,298.175000,-1.532157,0.982216,1.700512,-1.123148,0.900020,2.574247,,,,,,,,,
35782,298.183333,-1.532117,0.982218,1.700516,-1.123150,0.900046,2.574255,,,,,,,,,
35783,298.191667,-1.532079,0.982237,1.700526,-1.123139,0.900084,2.574278,,,,,,,,,
35784,298.200000,-1.532023,0.982260,1.700535,-1.123122,0.900122,2.574297,,,,,,,,,
35785,298.208333,-1.531967,0.982277,1.700550,-1.123116,0.900158,2.574316,,,,,,,,,
35786,298.216667,-1.531899,0.982296,1.700561,-1.123116,0.900181,2.574326,,,,,,,,,
35787,298.225000,-1.531828,0.982323,1.700577,-1.123130,0.900185,2.574320,,,,,,,,,
35788,298.233333,-1.531752,0.982366,1.700595,-1.123134,0.900184,2.574325,,,,,,,,,
35789,298.241667,-1.531670,0.982411,1.700612,-1.123126,0.900188,2.574348,,,,,,,,,
35790,298.250000,-1.531588,0.982472,1.700631,-1.123098,0.900191,2.574379,,,,,,,,,
35791,298.258333,-1.531491,0.982520,1.700661,-1.123066,0.900199,2.574418,,,,,,,,,
35792,298.266667,-1.531388,0.982557,1.700691,-1.123034,0.900195,2.574444,,,,,,,,,
