Format Version,1.21,Take Name,BengtAnnelieBA1,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-08-06 12.42.55.331 AM,Total Frames in Take,36475,Total Exported Frames,36475,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:554,Unlabeled:554,Unlabeled:554,Unlabeled:561,Unlabeled:561,Unlabeled:561,Unlabeled:562,Unlabeled:562,Unlabeled:562,Unlabeled:552,Unlabeled:552,Unlabeled:552,Unlabeled:555,Unlabeled:555,Unlabeled:555
,,"8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E357022A","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570231","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570232","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E3570228","8392B20CF49E357022B","8392B20CF49E357022B","8392B20CF49E357022B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
6230,51.916667,-1.540946,0.867513,1.641088,-1.141738,0.892161,2.596247,,,,,,,,,
6231,51.925000,-1.540889,0.867085,1.641306,-1.142192,0.891837,2.596059,,,,,,,,,
6232,51.933333,-1.540820,0.866762,1.641506,-1.142718,0.891575,2.595858,,,,,,,,,
6233,51.941667,-1.540787,0.866544,1.641538,-1.143273,0.891326,2.595624,,,,,,,,,
6234,51.950000,-1.540811,0.866356,1.641338,-1.143826,0.891116,2.595383,,,,,,,,,
6235,51.958333,-1.540906,0.866202,1.641068,-1.144375,0.890950,2.595132,,,,,,,,,
6236,51.966667,-1.541017,0.866061,1.640887,-1.144910,0.890822,2.594932,,,,,,,,,
6237,51.975000,-1.541101,0.865902,1.640846,-1.145361,0.890682,2.594795,,,,,,,,,
6238,51.983333,-1.541152,0.865731,1.640944,-1.145768,0.890637,2.594787,,,,,,,,,
6239,51.991667,-1.541196,0.865560,1.641154,-1.146127,0.890718,2.594847,,,,,,,,,
6240,52.000000,-1.541274,0.865454,1.641493,-1.146276,0.890649,2.594909,,,,,,,,,
6241,52.008333,-1.541431,0.865435,1.641867,-1.146346,0.890629,2.595007,,,,,,,,,
6242,52.016667,-1.541696,0.865462,1.642120,-1.146243,0.890525,2.595108,,,,,,,,,
6243,52.025000,-1.542075,0.865497,1.642245,-1.146349,0.890747,2.595339,,,,,,,,,
6244,52.033333,-1.542507,0.865506,1.642286,-1.146269,0.890843,2.595607,,,,,,,,,
6245,52.041667,-1.542968,0.865499,1.642277,-1.146199,0.891025,2.595928,,,,,,,,,
6246,52.050000,-1.543419,0.865417,1.642192,-1.146104,0.891199,2.596307,,,,,,,,,
6247,52.058333,-1.543927,0.865264,1.642034,-1.145992,0.891366,2.596624,,,,,,,,,
6248,52.066667,-1.544444,0.865092,1.641807,-1.145932,0.891526,2.596922,,,,,,,,,
6249,52.075000,-1.544986,0.864944,1.641521,-1.146029,0.891706,2.597234,,,,,,,,,
6250,52.083333,-1.545571,0.864846,1.641214,-1.146113,0.891761,2.597376,,,,,,,,,
6251,52.091667,-1.546148,0.864795,1.640846,-1.146234,0.891714,2.597482,,,,,,,,,
6252,52.100000,-1.546812,0.864796,1.640378,-1.146367,0.891607,2.597516,,,,,,,,,
6253,52.108333,-1.547454,0.864796,1.639923,-1.146492,0.891450,2.597538,,,,,,,,,
6254,52.116667,-1.548104,0.864806,1.639459,-1.146571,0.891247,2.597561,,,,,,,,,
6255,52.125000,-1.548772,0.864828,1.638923,-1.146628,0.891016,2.597616,,,,,,,,,
6256,52.133333,-1.549498,0.864861,1.638352,-1.146680,0.890653,2.597680,,,,,,,,,
6257,52.141667,-1.550339,0.864959,1.637683,-1.146723,0.890195,2.597755,,,,,,,,,
6258,52.150000,-1.551195,0.865066,1.637002,-1.146738,0.889688,2.597823,,,,,,,,,
6259,52.158333,-1.551998,0.865132,1.636383,-1.146704,0.889100,2.597791,,,,,,,,,
6260,52.166667,-1.552671,0.865221,1.635897,-1.146662,0.888424,2.597662,,,,,,,,,
6261,52.175000,-1.553221,0.865250,1.635487,-1.146563,0.887757,2.597483,,,,,,,,,
6262,52.183333,-1.553653,0.865258,1.635146,-1.146405,0.887058,2.597332,,,,,,,,,
6263,52.191667,-1.554004,0.865269,1.634862,-1.146105,0.886293,2.597179,,,,,,,,,
6264,52.200000,-1.554327,0.865290,1.634624,-1.145691,0.885574,2.597208,,,,,,,,,
6265,52.208333,-1.554628,0.865296,1.634446,-1.145196,0.884858,2.597333,,,,,,,,,
6266,52.216667,-1.554870,0.865323,1.634313,-1.144633,0.884183,2.597533,,,,,,,,,
6267,52.225000,-1.555071,0.865389,1.634250,-1.143987,0.883534,2.597810,,,,,,,,,
6268,52.233333,-1.555210,0.865472,1.634236,-1.143345,0.882962,2.598205,,,,,,,,,
6269,52.241667,-1.555278,0.865554,1.634247,-1.142689,0.882422,2.598604,,,,,,,,,
6270,52.250000,-1.555286,0.865638,1.634262,-1.142045,0.881892,2.599108,,,,,,,,,
6271,52.258333,-1.555257,0.865726,1.634277,-1.141173,0.881195,2.599543,,,,,,,,,
6272,52.266667,-1.555191,0.865843,1.634287,-1.140469,0.880608,2.600068,,,,,,,,,
6273,52.275000,-1.555115,0.865976,1.634296,-1.139855,0.880122,2.600537,,,,,,,,,
6274,52.283333,-1.555065,0.866127,1.634248,-1.139425,0.879858,2.600832,,,,,,,,,
6275,52.291667,-1.555013,0.866315,1.634219,-1.138979,0.879694,2.601074,,,,,,,,,
6276,52.300000,-1.554956,0.866560,1.634234,-1.138578,0.879652,2.601232,,,,,,,,,
6277,52.308333,-1.554914,0.866885,1.634322,-1.138359,0.879697,2.601279,,,,,,,,,
6278,52.316667,-1.554917,0.867317,1.634477,-1.138264,0.879848,2.601408,,,,,,,,,
6279,52.325000,-1.554940,0.867844,1.634706,-1.138141,0.879992,2.601418,,,,,,,,,
6280,52.333333,-1.555018,0.868468,1.635019,-1.137991,0.880099,2.601326,,,,,,,,,
6281,52.341667,-1.555048,0.869169,1.635378,-1.137850,0.880203,2.601219,,,,,,,,,
6282,52.350000,-1.555031,0.869953,1.635831,-1.137678,0.880279,2.601078,,,,,,,,,
6283,52.358333,-1.554983,0.870795,1.636304,-1.137510,0.880343,2.600929,,,,,,,,,
6284,52.366667,-1.554830,0.871679,1.636837,-1.137372,0.880422,2.600806,,,,,,,,,
6285,52.375000,-1.554586,0.872649,1.637439,-1.137194,0.880498,2.600617,,,,,,,,,
6286,52.383333,-1.554256,0.873574,1.638130,-1.137051,0.880569,2.600419,,,,,,,,,
6287,52.391667,-1.553832,0.874531,1.638873,-1.136972,0.880670,2.600195,,,,,,,,,
6288,52.400000,-1.553363,0.875510,1.639693,-1.136891,0.880758,2.600010,,,,,,,,,
6289,52.408333,-1.552923,0.876500,1.640501,-1.136837,0.880812,2.599854,,,,,,,,,
6290,52.416667,-1.552471,0.877576,1.641340,-1.136786,0.880848,2.599766,,,,,,,,,
6291,52.425000,-1.552053,0.878732,1.642135,-1.136754,0.880884,2.599750,,,,,,,,,
6292,52.433333,-1.551613,0.879929,1.642964,-1.136668,0.880917,2.599815,,,,,,,,,
6293,52.441667,-1.551176,0.881188,1.643781,-1.136608,0.881033,2.599877,,,,,,,,,
6294,52.450000,-1.550683,0.882533,1.644598,-1.136521,0.881192,2.599916,,,,,,,,,
6295,52.458333,-1.550118,0.883914,1.645422,-1.136370,0.881421,2.599935,,,,,,,,,
6296,52.466667,-1.549530,0.885416,1.646263,-1.136138,0.881716,2.599946,,,,,,,,,
6297,52.475000,-1.548915,0.886933,1.647126,-1.135886,0.882057,2.599909,,,,,,,,,
6298,52.483333,-1.548252,0.888580,1.647979,-1.135532,0.882422,2.599920,,,,,,,,,
6299,52.491667,-1.547571,0.890338,1.648929,-1.135126,0.882810,2.599883,,,,,,,,,
6300,52.500000,-1.546861,0.892141,1.649927,-1.134702,0.883234,2.599821,,,,,,,,,
6301,52.508333,-1.546094,0.894021,1.650939,-1.134205,0.883755,2.599747,,,,,,,,,
6302,52.516667,-1.545268,0.895983,1.652021,-1.133678,0.884319,2.599580,,,,,,,,,
6303,52.525000,-1.544374,0.898047,1.653168,-1.133097,0.884971,2.599387,,,,,,,,,
6304,52.533333,-1.543449,0.900157,1.654348,-1.132501,0.885754,2.599189,,,,,,,,,
6305,52.541667,-1.542473,0.902293,1.655666,-1.131827,0.886569,2.598966,,,,,,,,,
6306,52.550000,-1.541414,0.904441,1.657103,-1.131144,0.887397,2.598797,,,,,,,,,
6307,52.558333,-1.540271,0.906545,1.658634,-1.130439,0.888333,2.598607,,,,,,,,,
6308,52.566667,-1.539024,0.908607,1.660190,-1.129766,0.889302,2.598310,,,,,,,,,
6309,52.575000,-1.537704,0.910565,1.661832,-1.129127,0.890326,2.598061,,,,,,,,,
6310,52.583333,-1.536299,0.912409,1.663540,-1.128428,0.891367,2.597813,,,,,,,,,
6311,52.591667,-1.534869,0.914127,1.665345,-1.127697,0.892432,2.597667,,,,,,,,,
6312,52.600000,-1.533290,0.915685,1.667354,-1.126983,0.893480,2.597570,,,,,,,,,
6313,52.608333,-1.531840,0.917082,1.669304,-1.126230,0.894551,2.597586,,,,,,,,,
6314,52.616667,-1.530375,0.918329,1.671267,-1.125426,0.895577,2.597592,,,,,,,,,
6315,52.625000,-1.528872,0.919446,1.673199,-1.124598,0.896606,2.597564,,,,,,,,,
6316,52.633333,-1.527626,0.920473,1.675058,-1.123756,0.897676,2.597584,,,,,,,,,
6317,52.641667,-1.526599,0.921392,1.676859,-1.122895,0.898619,2.597445,,,,,,,,,
6318,52.650000,-1.525698,0.922325,1.678572,-1.121995,0.899566,2.597285,,,,,,,,,
6319,52.658333,-1.524819,0.923320,1.680118,-1.121171,0.900453,2.597157,,,,,,,,,
6320,52.666667,-1.524046,0.924362,1.681582,-1.120336,0.901296,2.596910,,,,,,,,,
6321,52.675000,-1.523435,0.925518,1.682847,-1.119537,0.902067,2.596686,,,,,,,,,
6322,52.683333,-1.522942,0.926879,1.684012,-1.118748,0.902744,2.596553,,,,,,,,,
6323,52.691667,-1.522575,0.928432,1.685028,-1.117908,0.903372,2.596339,,,,,,,,,
6324,52.700000,-1.522454,0.930180,1.685945,-1.117093,0.903983,2.596176,,,,,,,,,
6325,52.708333,-1.522502,0.932176,1.686805,-1.116259,0.904606,2.596060,,,,,,,,,
6326,52.716667,-1.522501,0.934409,1.687526,-1.115404,0.905167,2.595989,,,,,,,,,
6327,52.725000,-1.522417,0.936896,1.688153,-1.114544,0.905676,2.595900,,,,,,,,,
6328,52.733333,-1.522279,0.939590,1.688725,-1.113776,0.906108,2.595858,,,,,,,,,
6329,52.741667,-1.522048,0.942445,1.689189,-1.112983,0.906499,2.595771,,,,,,,,,
6330,52.750000,-1.521748,0.945461,1.689593,-1.112274,0.906868,2.595589,,,,,,,,,
6331,52.758333,-1.521455,0.948566,1.689996,-1.111577,0.907255,2.595395,,,,,,,,,
6332,52.766667,-1.521191,0.951712,1.690361,-1.110932,0.907598,2.595195,,,,,,,,,
6333,52.775000,-1.520911,0.954773,1.690743,-1.110265,0.907980,2.594978,,,,,,,,,
6334,52.783333,-1.520636,0.957786,1.691144,-1.109603,0.908298,2.594811,,,,,,,,,
6335,52.791667,-1.520376,0.960623,1.691579,-1.109050,0.908595,2.594765,,,,,,,,,
6336,52.800000,-1.520132,0.963318,1.692025,-1.108518,0.908847,2.594603,,,,,,,,,
6337,52.808333,-1.519956,0.965815,1.692525,-1.108017,0.909129,2.594412,,,,,,,,,
6338,52.816667,-1.519812,0.968127,1.693049,-1.107337,0.909469,2.594199,,,,,,,,,
6339,52.825000,-1.519716,0.970269,1.693558,-1.106906,0.909757,2.594043,,,,,,,,,
6340,52.833333,-1.519633,0.972242,1.694073,-1.106495,0.910048,2.593892,,,,,,,,,
6341,52.841667,-1.519553,0.974080,1.694581,-1.106122,0.910333,2.593739,,,,,,,,,
6342,52.850000,-1.519538,0.975810,1.695121,-1.105767,0.910611,2.593628,,,,,,,,,
6343,52.858333,-1.519582,0.977435,1.695666,-1.105489,0.910846,2.593465,,,,,,,,,
6344,52.866667,-1.519624,0.978960,1.696154,-1.105285,0.911075,2.593273,,,,,,,,,
6345,52.875000,-1.519665,0.980402,1.696612,-1.105141,0.911338,2.593049,,,,,,,,,
6346,52.883333,-1.519740,0.981757,1.697095,-1.104998,0.911594,2.592805,,,,,,,,,
6347,52.891667,-1.519844,0.983013,1.697582,-1.104893,0.911838,2.592536,,,,,,,,,
6348,52.900000,-1.519902,0.984234,1.697942,-1.104806,0.912075,2.592209,,,,,,,,,
6349,52.908333,-1.519969,0.985423,1.698245,-1.104712,0.912311,2.591838,,,,,,,,,
6350,52.916667,-1.519982,0.986561,1.698567,-1.104623,0.912548,2.591465,,,,,,,,,
6351,52.925000,-1.520015,0.987637,1.698842,-1.104572,0.912806,2.591076,,,,,,,,,
6352,52.933333,-1.520036,0.988621,1.699171,-1.104544,0.913089,2.590696,,,,,,,,,
6353,52.941667,-1.520077,0.989620,1.699486,-1.104530,0.913401,2.590320,,,,,,,,,
6354,52.950000,-1.520147,0.990567,1.699796,-1.104553,0.913729,2.589974,,,,,,,,,
6355,52.958333,-1.520255,0.991500,1.700119,-1.104606,0.914031,2.589689,,,,,,,,,
6356,52.966667,-1.520369,0.992386,1.700403,-1.104657,0.914291,2.589445,,,,,,,,,
6357,52.975000,-1.520509,0.993208,1.700733,-1.104725,0.914511,2.589241,,,,,,,,,
6358,52.983333,-1.520663,0.993954,1.701012,-1.104788,0.914690,2.589046,,,,,,,,,
6359,52.991667,-1.520871,0.994690,1.701366,-1.104840,0.914835,2.588897,,,,,,,,,
6360,53.000000,-1.521115,0.995328,1.701733,-1.104853,0.914955,2.588761,,,,,,,,,
6361,53.008333,-1.521379,0.995960,1.702077,-1.104828,0.915061,2.588655,,,,,,,,,
6362,53.016667,-1.521670,0.996586,1.702401,-1.104747,0.915148,2.588558,,,,,,,,,
6363,53.025000,-1.521971,0.997139,1.702713,-1.104635,0.915217,2.588439,,,,,,,,,
6364,53.033333,-1.522302,0.997638,1.703045,-1.104497,0.915251,2.588329,,,,,,,,,
6365,53.041667,-1.522643,0.998074,1.703369,-1.104352,0.915243,2.588228,,,,,,,,,
6366,53.050000,-1.522997,0.998454,1.703637,-1.104219,0.915204,2.588112,,,,,,,,,
6367,53.058333,-1.523349,0.998798,1.703883,-1.104111,0.915159,2.587981,,,,,,,,,
6368,53.066667,-1.523732,0.999104,1.704128,-1.104013,0.915120,2.587828,,,,,,,,,
6369,53.075000,-1.524137,0.999353,1.704352,-1.103908,0.915088,2.587683,,,,,,,,,
6370,53.083333,-1.524551,0.999584,1.704558,-1.103799,0.915049,2.587571,,,,,,,,,
6371,53.091667,-1.524971,0.999797,1.704734,-1.103679,0.915034,2.587492,,,,,,,,,
6372,53.100000,-1.525376,0.999996,1.704863,-1.103562,0.915033,2.587440,,,,,,,,,
6373,53.108333,-1.525799,1.000224,1.704968,-1.103452,0.915025,2.587398,,,,,,,,,
6374,53.116667,-1.526228,1.000457,1.705046,-1.103340,0.915027,2.587407,,,,,,,,,
6375,53.125000,-1.526620,1.000679,1.705055,-1.103228,0.915030,2.587425,,,,,,,,,
6376,53.133333,-1.527046,1.000911,1.705029,-1.103128,0.915053,2.587437,,,,,,,,,
6377,53.141667,-1.527442,1.001110,1.704970,-1.103048,0.915080,2.587450,,,,,,,,,
6378,53.150000,-1.527850,1.001269,1.704879,-1.103002,0.915096,2.587456,,,,,,,,,
6379,53.158333,-1.528282,1.001406,1.704732,-1.103021,0.915085,2.587461,,,,,,,,,
6380,53.166667,-1.528703,1.001504,1.704573,-1.103076,0.915047,2.587472,,,,,,,,,
6381,53.175000,-1.529129,1.001560,1.704400,-1.103163,0.914986,2.587498,,,,,,,,,
6382,53.183333,-1.529574,1.001588,1.704195,-1.103268,0.914921,2.587542,,,,,,,,,
6383,53.191667,-1.530027,1.001593,1.703983,-1.103376,0.914876,2.587588,,,,,,,,,
6384,53.200000,-1.530470,1.001558,1.703750,-1.103449,0.914849,2.587630,,,,,,,,,
6385,53.208333,-1.530904,1.001486,1.703495,-1.103483,0.914846,2.587656,,,,,,,,,
6386,53.216667,-1.531360,1.001369,1.703224,-1.103490,0.914861,2.587669,,,,,,,,,
6387,53.225000,-1.531801,1.001222,1.702978,-1.103491,0.914901,2.587686,,,,,,,,,
6388,53.233333,-1.532249,1.001035,1.702692,-1.103473,0.914949,2.587714,,,,,,,,,
6389,53.241667,-1.532682,1.000848,1.702402,-1.103456,0.915024,2.587740,,,,,,,,,
6390,53.250000,-1.533120,1.000634,1.702125,-1.103448,0.915121,2.587756,,,,,,,,,
6391,53.258333,-1.533537,1.000419,1.701855,-1.103449,0.915233,2.587761,,,,,,,,,
6392,53.266667,-1.533978,1.000187,1.701576,-1.103463,0.915362,2.587756,,,,,,,,,
6393,53.275000,-1.534409,0.999949,1.701313,-1.103484,0.915495,2.587747,,,,,,,,,
6394,53.283333,-1.534837,0.999713,1.701064,-1.103501,0.915624,2.587775,,,,,,,,,
6395,53.291667,-1.535271,0.999482,1.700809,-1.103492,0.915750,2.587827,,,,,,,,,
6396,53.300000,-1.535674,0.999281,1.700570,-1.103473,0.915890,2.587880,,,,,,,,,
6397,53.308333,-1.536085,0.999089,1.700324,-1.103449,0.916043,2.587931,,,,,,,,,
6398,53.316667,-1.536472,0.998920,1.700068,-1.103412,0.916219,2.587985,,,,,,,,,
6399,53.325000,-1.536853,0.998756,1.699820,-1.103385,0.916403,2.588019,,,,,,,,,
6400,53.333333,-1.537204,0.998615,1.699594,-1.103361,0.916561,2.588052,,,,,,,,,
6401,53.341667,-1.537559,0.998509,1.699363,-1.103322,0.916707,2.588119,,,,,,,,,
6402,53.350000,-1.537900,0.998425,1.699116,-1.103283,0.916864,2.588211,,,,,,,,,
6403,53.358333,-1.538219,0.998357,1.698891,-1.103254,0.917005,2.588292,,,,,,,,,
6404,53.366667,-1.538506,0.998306,1.698711,-1.103236,0.917128,2.588371,,,,,,,,,
6405,53.375000,-1.538766,0.998274,1.698538,-1.103229,0.917221,2.588465,,,,,,,,,
6406,53.383333,-1.539012,0.998244,1.698387,-1.103228,0.917302,2.588540,,,,,,,,,
6407,53.391667,-1.539254,0.998212,1.698261,-1.103225,0.917392,2.588605,,,,,,,,,
6408,53.400000,-1.539468,0.998186,1.698188,-1.103203,0.917477,2.588668,,,,,,,,,
6409,53.408333,-1.539655,0.998157,1.698148,-1.103152,0.917565,2.588733,,,,,,,,,
6410,53.416667,-1.539809,0.998141,1.698143,-1.103084,0.917654,2.588795,,,,,,,,,
6411,53.425000,-1.539938,0.998139,1.698171,-1.103027,0.917733,2.588861,,,,,,,,,
6412,53.433333,-1.540036,0.998153,1.698227,-1.102979,0.917793,2.588928,,,,,,,,,
6413,53.441667,-1.540100,0.998190,1.698299,-1.102928,0.917832,2.588989,,,,,,,,,
6414,53.450000,-1.540132,0.998241,1.698372,-1.102879,0.917848,2.589048,,,,,,,,,
6415,53.458333,-1.540134,0.998312,1.698473,-1.102841,0.917839,2.589101,,,,,,,,,
6416,53.466667,-1.540121,0.998386,1.698579,-1.102804,0.917800,2.589143,,,,,,,,,
6417,53.475000,-1.540070,0.998462,1.698698,-1.102770,0.917746,2.589182,,,,,,,,,
6418,53.483333,-1.539998,0.998537,1.698828,-1.102733,0.917661,2.589210,,,,,,,,,
6419,53.491667,-1.539897,0.998598,1.698986,-1.102719,0.917548,2.589208,,,,,,,,,
6420,53.500000,-1.539780,0.998650,1.699150,-1.102706,0.917423,2.589180,,,,,,,,,
6421,53.508333,-1.539650,0.998693,1.699328,-1.102673,0.917289,2.589141,,,,,,,,,
6422,53.516667,-1.539527,0.998724,1.699511,-1.102623,0.917167,2.589107,,,,,,,,,
6423,53.525000,-1.539404,0.998744,1.699698,-1.102547,0.917063,2.589067,,,,,,,,,
6424,53.533333,-1.539281,0.998750,1.699904,-1.102464,0.916971,2.589016,,,,,,,,,
6425,53.541667,-1.539179,0.998731,1.700116,-1.102385,0.916891,2.588938,,,,,,,,,
6426,53.550000,-1.539077,0.998706,1.700337,-1.102307,0.916817,2.588827,,,,,,,,,
6427,53.558333,-1.538980,0.998681,1.700545,-1.102236,0.916748,2.588689,,,,,,,,,
6428,53.566667,-1.538886,0.998674,1.700756,-1.102172,0.916701,2.588547,,,,,,,,,
6429,53.575000,-1.538793,0.998684,1.700943,-1.102115,0.916669,2.588407,,,,,,,,,
6430,53.583333,-1.538704,0.998709,1.701111,-1.102053,0.916646,2.588286,,,,,,,,,
6431,53.591667,-1.538633,0.998746,1.701252,-1.101990,0.916645,2.588182,,,,,,,,,
6432,53.600000,-1.538572,0.998789,1.701390,-1.101914,0.916649,2.588072,,,,,,,,,
6433,53.608333,-1.538525,0.998831,1.701517,-1.101828,0.916666,2.587964,,,,,,,,,
6434,53.616667,-1.538503,0.998856,1.701632,-1.101734,0.916692,2.587866,,,,,,,,,
6435,53.625000,-1.538504,0.998868,1.701734,-1.101650,0.916722,2.587757,,,,,,,,,
6436,53.633333,-1.538538,0.998863,1.701824,-1.101569,0.916755,2.587661,,,,,,,,,
6437,53.641667,-1.538579,0.998843,1.701909,-1.101498,0.916790,2.587589,,,,,,,,,
6438,53.650000,-1.538638,0.998825,1.701970,-1.101439,0.916818,2.587524,,,,,,,,,
6439,53.658333,-1.538702,0.998809,1.702015,-1.101389,0.916842,2.587482,,,,,,,,,
6440,53.666667,-1.538776,0.998797,1.702029,-1.101349,0.916854,2.587439,,,,,,,,,
6441,53.675000,-1.538856,0.998792,1.702034,-1.101314,0.916849,2.587398,,,,,,,,,
6442,53.683333,-1.538935,0.998790,1.702025,-1.101300,0.916838,2.587352,,,,,,,,,
6443,53.691667,-1.539022,0.998792,1.702011,-1.101271,0.916813,2.587303,,,,,,,,,
6444,53.700000,-1.539122,0.998789,1.701984,-1.101234,0.916788,2.587269,,,,,,,,,
6445,53.708333,-1.539234,0.998783,1.701971,-1.101167,0.916769,2.587258,,,,,,,,,
6446,53.716667,-1.539356,0.998769,1.701958,-1.101073,0.916757,2.587262,,,,,,,,,
6447,53.725000,-1.539497,0.998746,1.701956,-1.100971,0.916765,2.587269,,,,,,,,,
6448,53.733333,-1.539633,0.998702,1.701962,-1.100860,0.916784,2.587276,,,,,,,,,
6449,53.741667,-1.539777,0.998637,1.701975,-1.100765,0.916803,2.587258,,,,,,,,,
6450,53.750000,-1.539922,0.998556,1.701995,-1.100680,0.916820,2.587239,,,,,,,,,
6451,53.758333,-1.540062,0.998469,1.702029,-1.100605,0.916832,2.587201,,,,,,,,,
6452,53.766667,-1.540223,0.998366,1.702075,-1.100544,0.916835,2.587153,,,,,,,,,
6453,53.775000,-1.540366,0.998262,1.702149,-1.100509,0.916836,2.587100,,,,,,,,,
6454,53.783333,-1.540506,0.998156,1.702227,-1.100487,0.916829,2.587046,,,,,,,,,
6455,53.791667,-1.540645,0.998039,1.702329,-1.100455,0.916819,2.587000,,,,,,,,,
6456,53.800000,-1.540775,0.997930,1.702439,-1.100424,0.916814,2.586979,,,,,,,,,
6457,53.808333,-1.540902,0.997819,1.702550,-1.100393,0.916817,2.586982,,,,,,,,,
6458,53.816667,-1.541009,0.997709,1.702673,-1.100360,0.916822,2.586969,,,,,,,,,
6459,53.825000,-1.541111,0.997600,1.702805,-1.100317,0.916838,2.586959,,,,,,,,,
6460,53.833333,-1.541202,0.997492,1.702943,-1.100254,0.916874,2.586962,,,,,,,,,
6461,53.841667,-1.541278,0.997388,1.703078,-1.100213,0.916915,2.586945,,,,,,,,,
6462,53.850000,-1.541353,0.997288,1.703214,-1.100175,0.916947,2.586900,,,,,,,,,
6463,53.858333,-1.541421,0.997185,1.703339,-1.100139,0.916993,2.586881,,,,,,,,,
6464,53.866667,-1.541481,0.997088,1.703463,-1.100117,0.917053,2.586882,,,,,,,,,
6465,53.875000,-1.541533,0.996999,1.703579,-1.100124,0.917098,2.586864,,,,,,,,,
6466,53.883333,-1.541573,0.996901,1.703697,-1.100138,0.917149,2.586852,,,,,,,,,
6467,53.891667,-1.541616,0.996800,1.703810,-1.100159,0.917195,2.586839,,,,,,,,,
6468,53.900000,-1.541655,0.996692,1.703921,-1.100180,0.917243,2.586849,,,,,,,,,
6469,53.908333,-1.541690,0.996598,1.704023,-1.100201,0.917274,2.586858,,,,,,,,,
6470,53.916667,-1.541727,0.996496,1.704136,-1.100211,0.917301,2.586901,,,,,,,,,
6471,53.925000,-1.541748,0.996399,1.704257,-1.100201,0.917336,2.586979,,,,,,,,,
6472,53.933333,-1.541769,0.996293,1.704390,-1.100171,0.917355,2.587032,,,,,,,,,
6473,53.941667,-1.541793,0.996189,1.704549,-1.100116,0.917362,2.587085,,,,,,,,,
6474,53.950000,-1.541808,0.996080,1.704704,-1.100046,0.917365,2.587135,,,,,,,,,
6475,53.958333,-1.541815,0.995970,1.704867,-1.099991,0.917373,2.587172,,,,,,,,,
6476,53.966667,-1.541812,0.995853,1.705035,-1.099949,0.917373,2.587192,,,,,,,,,
6477,53.975000,-1.541791,0.995740,1.705202,-1.099915,0.917371,2.587204,,,,,,,,,
6478,53.983333,-1.541774,0.995630,1.705372,-1.099886,0.917371,2.587213,,,,,,,,,
6479,53.991667,-1.541760,0.995516,1.705532,-1.099854,0.917368,2.587221,,,,,,,,,
6480,54.000000,-1.541751,0.995403,1.705706,-1.099820,0.917374,2.587216,,,,,,,,,
6481,54.008333,-1.541734,0.995291,1.705876,-1.099785,0.917383,2.587200,,,,,,,,,
6482,54.016667,-1.541712,0.995192,1.706034,-1.099749,0.917390,2.587162,,,,,,,,,
6483,54.025000,-1.541694,0.995093,1.706191,-1.099712,0.917396,2.587102,,,,,,,,,
6484,54.033333,-1.541674,0.995013,1.706332,-1.099688,0.917399,2.587039,,,,,,,,,
6485,54.041667,-1.541654,0.994948,1.706465,-1.099666,0.917410,2.586978,,,,,,,,,
6486,54.050000,-1.541635,0.994886,1.706581,-1.099631,0.917425,2.586935,,,,,,,,,
6487,54.058333,-1.541626,0.994825,1.706688,-1.099580,0.917440,2.586900,,,,,,,,,
6488,54.066667,-1.541617,0.994773,1.706776,-1.099526,0.917458,2.586869,,,,,,,,,
6489,54.075000,-1.541602,0.994734,1.706853,-1.099491,0.917467,2.586816,,,,,,,,,
6490,54.083333,-1.541596,0.994699,1.706903,-1.099485,0.917464,2.586745,,,,,,,,,
6491,54.091667,-1.541597,0.994674,1.706941,-1.099489,0.917464,2.586680,,,,,,,,,
6492,54.100000,-1.541594,0.994654,1.706957,-1.099480,0.917475,2.586646,,,,,,,,,
6493,54.108333,-1.541601,0.994631,1.706957,-1.099447,0.917490,2.586637,,,,,,,,,
6494,54.116667,-1.541608,0.994604,1.706955,-1.099401,0.917505,2.586658,,,,,,,,,
6495,54.125000,-1.541612,0.994581,1.706936,-1.099360,0.917516,2.586667,,,,,,,,,
6496,54.133333,-1.541616,0.994554,1.706917,-1.099344,0.917511,2.586664,,,,,,,,,
6497,54.141667,-1.541625,0.994531,1.706881,-1.099359,0.917507,2.586622,,,,,,,,,
6498,54.150000,-1.541628,0.994516,1.706843,-1.099406,0.917497,2.586571,,,,,,,,,
6499,54.158333,-1.541632,0.994506,1.706798,-1.099455,0.917482,2.586523,,,,,,,,,
6500,54.166667,-1.541643,0.994491,1.706743,-1.099497,0.917473,2.586490,,,,,,,,,
6501,54.175000,-1.541651,0.994473,1.706681,-1.099494,0.917480,2.586491,,,,,,,,,
6502,54.183333,-1.541658,0.994450,1.706609,-1.099469,0.917494,2.586478,,,,,,,,,
